codebook_index,density,count
217,0.0005069074776449659,367
218,0.000291437269163727,211
221,0.0008314940096519603,602
222,5.524877140544587e-06,4
223,4.558023640949285e-05,33
224,7.458584139735193e-05,54
226,2.4861947132450642e-05,18
227,7.320462211221579e-05,53
228,2.7624385702722935e-06,2
229,1.3812192851361468e-06,1
230,0.0004861891883679237,352
231,0.0007610518261100169,551
232,0.0005483440561990503,397
233,1.1049754281089174e-05,8
234,0.0007030406161342987,509
235,0.00019889557705960514,144
237,0.00025000069060964256,181
238,0.0010580139724142884,766
239,1.3812192851361468e-06,1
242,0.0006174050204558576,447
244,5.524877140544587e-06,4
245,3.867413998381211e-05,28
246,2.7624385702722935e-06,2
247,0.00020718289277042203,150
249,6.76797449716712e-05,49
250,0.00016712753350147375,121
251,9.806656924466642e-05,71
252,5.386755212030972e-05,39
253,0.0006091177047450407,441
254,5.8011209975718166e-05,42
255,0.00013397827065820623,97
256,0.0001091163235257556,79
257,5.524877140544587e-05,40
259,0.0010649200688399691,771
260,2.624316641758679e-05,19
262,0.0006436481868734444,466
263,0.00028176873416777394,204
264,6.215486783112661e-05,45
265,2.07182892770422e-05,15
266,9.806656924466642e-05,71
268,1.3812192851361468e-06,1
269,0.0007071842739897071,512
270,1.1049754281089174e-05,8
271,0.00011878485852170862,86
272,9.11604728189857e-05,66
273,0.00015055290207984,109
274,1.657463142163376e-05,12
275,6.49173064013989e-05,47
276,1.3812192851361468e-05,10
277,8.977925353384954e-05,65
278,2.7624385702722935e-06,2
281,0.00010221022710007486,74
282,0.00010773510424061944,78
283,6.49173064013989e-05,47
285,7.734827996762422e-05,56
286,0.00034116116342862825,247
287,7.734827996762422e-05,56
288,6.906096425680734e-05,50
289,1.2430973566225321e-05,9
290,2.2099508562178348e-05,16
291,0.00024309459418396184,176
292,0.0009461352103182605,685
293,0.00011740363923657248,85
294,0.0006035928276044961,437
295,2.2099508562178348e-05,16
296,0.00016022143707579304,116
297,0.0010483454374183355,759
298,6.077364854599046e-05,44
299,0.00020718289277042203,150
300,0.0012872963737468887,932
301,5.6629990690582016e-05,41
302,0.0008384001060776411,607
303,0.00031215555844076915,226
304,0.00017955850706769907,130
305,1.3812192851361468e-05,10
306,6.49173064013989e-05,47
307,6.215486783112661e-05,45
308,0.00035221091770971745,255
309,0.00017955850706769907,130
310,4.14365785540844e-06,3
311,0.0011325998138116404,820
312,7.320462211221579e-05,53
313,0.0015276285293605784,1106
314,1.3812192851361468e-06,1
315,2.9005604987859083e-05,21
316,0.00013397827065820623,97
317,4.005535926894826e-05,29
318,6.353608711626275e-05,46
319,6.906096425680734e-05,50
320,8.28731571081688e-06,6
321,8.28731571081688e-06,6
322,0.00018370216492310753,133
323,8.011071853789652e-05,58
324,0.0012444785759076682,901
